published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
5/6/2024,503.4,530,503.4,520.9,1.94,82823,43095399.6,1
5/7/2024,530,531,520,522.5,0.31,37690,19813183.8,-1
5/8/2024,522.5,530,522,524,0.29,13945,7321235.8,1
5/9/2024,522,526,515,520,-0.76,36188,18754248.3,-1
5/12/2024,528,528,518,524,0.77,20697,10794606.7,-1
5/13/2024,521.1,527,521.1,524,0,26559,13929802,1
5/14/2024,519.1,554,519.1,546.7,4.33,70993,38429131.7,1
5/15/2024,557,557,540,544.8,-0.35,40897,22444847.2,-1
5/16/2024,554.9,554.9,539,543.9,-0.17,30103,16352928.8,-1
5/19/2024,554.7,560,546.3,556.9,2.39,54221,30037102.5,1
5/20/2024,568,585,558.1,585,5.05,138553,79169044.3,1
5/21/2024,590,610.9,580,598.2,2.26,174300,104188538.5,1
5/22/2024,590,600,587,600,0.3,95110,56330615.5,1
5/26/2024,600,600,580.1,587,-2.17,92690,54658579.7,-1
5/27/2024,587,590,580,586,-0.17,45237,26361473.8,-1
5/29/2024,595,597,575,578,-1.37,39788,23172782.7,-1
5/30/2024,585.8,590,567,574,-0.69,70432,40908483.1,-1
6/2/2024,582,593,577,580,1.05,35736,20918801.6,-1
6/3/2024,580,587.9,575,580,0,21148,12236073.7,0
6/4/2024,575.2,595,575.2,587,1.21,94425,55575401.8,1
6/5/2024,589,592,578,580,-1.19,40001,23329349,-1
6/6/2024,575.2,588,572.1,575,-0.86,30624,17653609,-1
6/9/2024,575,585,568,575,0,106824,61329785.3,0
6/10/2024,570,605,568,596,3.65,413861,244788899,1
6/11/2024,600,640.9,600,629.9,5.69,371985,231770386.4,1
6/12/2024,637,640,613.8,619,-1.73,229154,143091973.9,-1
6/13/2024,619,627,611.7,616.3,-0.44,163621,101311755.7,-1
6/16/2024,618,628.5,610,610.5,-0.94,113782,70165997.1,-1
6/18/2024,605,618.9,605,613,0.41,120530,73718269.6,1
6/19/2024,613,616,605,605,-1.31,95501,58176237.5,-1
6/20/2024,605,619.9,599.1,609.9,0.81,281168,171484814.3,1
6/23/2024,609,619.9,598,600,-1.62,182838,111125132.4,-1
6/24/2024,610,610,580,585,-2.5,247734,145806811.2,-1
6/25/2024,595,597.7,578,594,1.54,129565,76224031.3,-1
6/26/2024,601,603,584.1,584.1,-1.67,45593,26924302.7,-1
6/27/2024,584.1,589,580.1,580.1,-0.68,49908,29102586.6,-1
6/30/2024,570,582,566,582,0.33,108346,61912463.9,1
7/1/2024,575,582,573,575,-1.2,71132,40983389.8,0
7/2/2024,586.5,610,580.1,585.1,1.76,78008,46082933,-1
7/3/2024,581.3,591,577,581,-0.7,69202,40240445.4,-1
7/4/2024,588,592,578,579,-0.34,105060,61031108.9,-1
7/7/2024,582,588.9,577,579,0,134214,77909101,-1
7/8/2024,580,583,573,574,-0.86,75918,43683920.3,-1
7/9/2024,580,580,573,573.5,-0.09,81895,47112455.8,-1
